station,lat,lon,n,date_min,date_max
21FLGW_WQX-3516,29.21694,-81.10916,218,2010-01-07,2025-03-06
21FLGW_WQX-3505,27.513795,-82.367013,218,2010-01-06,2024-07-09
21FLSJWM_WQX-IRLHUS,28.1665878,-80.6443875,216,2010-01-05,2016-04-04
21FLSWFD_WQX-23169,28.801297222,-82.151622222,215,2010-01-05,2025-03-13
21FLMRC_WQX-CL-0253-01,27.652904987,-80.371189,215,2015-01-08,2020-07-29
21FLMRC_WQX-ML-0051-01,28.951299988,-80.84258,215,2018-07-01,2023-09-25
21FLSJWM_WQX-HAR,28.7701314,-81.8059464,215,2010-01-13,2016-04-12
21FLGW_WQX-3554,27.872737,-82.211202,214,2010-01-06,2025-01-07
21FLGW_WQX-3555,27.671372,-82.352374,214,2010-01-06,2025-01-07
21FLCOLL_WQX-LELY,26.104678711,-81.74598763,214,2010-02-11,2025-01-08
21FLGW_WQX-3499,27.10027,-82.33277,213,2010-01-04,2025-02-06
21FLLCPC_WQX-PALATRHAWBR,28.759048422,-81.873279356,213,2010-01-28,2025-08-26
21FLSWFD_WQX-23152,28.822572222,-82.138591667,212,2010-01-05,2025-03-13
21FLTBW_WQX-DISM,27.7931467,-82.4137167,210,2010-02-16,2016-06-20
21FLMRC_WQX-CL-0014-01,28.068415987,-80.567928,209,2017-11-24,2025-06-29
21FLGW_WQX-3540,30.669228,-84.305196,208,2010-01-11,2025-03-19
21FLSJWM_WQX-IRLS01,27.8341651,-80.5036069,208,2010-01-06,2011-09-06
21FLSJWM_WQX-71894,28.847980001,-81.35328,207,2016-09-21,2025-05-27
21FLCOLL_WQX-BC22,26.057604752,-81.689382863,206,2010-01-13,2025-01-15
21FLTBW_WQX-DISS,27.7930667,-82.41385,205,2010-02-16,2016-06-20
21FLSABR_WQX-BAY-CROOKED L-1,30.290382989,-85.805067,204,2010-01-18,2025-08-14
21FLGW_WQX-3535,30.508115,-82.716569,204,2010-01-05,2025-03-12
21FLGW_WQX-3543,30.700731,-84.859462,203,2010-01-14,2025-03-19
21FLGW_WQX-3533,30.44086,-86.86642,203,2010-01-19,2025-04-15
21FLGW_WQX-3527,30.176743,-84.668499,202,2010-01-11,2025-03-18
21FLCOLL_WQX-BC9,26.152956915,-81.555070687,202,2010-01-12,2025-01-13
21FLGW_WQX-3524,29.948569,-85.016186,202,2010-01-12,2025-03-20
21FLNAPL_WQX-HALDCR,26.122290001,-81.78248,201,2011-01-26,2025-03-18
21FLSJWM_WQX-44194,28.71288889,-81.034194444,201,2016-11-08,2025-05-08
21FLCCZM_WQX-VBILT,26.262180001,-81.82242,199,2010-04-20,2025-03-05
21FLSJWM_WQX-439524,28.620473,-80.799394,199,2016-08-09,2025-02-04
21FLCCZM_WQX-VBILTB,26.256030001,-81.82112,199,2010-04-20,2025-03-05
21FLGW_WQX-3537,30.574925641,-81.608641475,199,2011-10-03,2025-03-06
21FLSJWM_WQX-SJRCC,29.6988889,-81.6366667,198,2010-02-15,2016-04-20
21FLMRC_WQX-NL-0513-01,28.120783987,-80.629003,198,2017-11-19,2022-09-18
21FLGW_WQX-3550,30.97836,-87.52802,198,2010-01-20,2025-04-16
21FLGW_WQX-3552,30.287188,-85.144941,197,2010-01-13,2025-03-19
21FLMANA_WQX-LL1,27.411500001,-82.449,196,2010-01-12,2025-06-24
21FLSJWM_WQX-44126,27.726572222,-80.753555556,195,2016-09-27,2025-07-10
21FLCOLL_WQX-FAKA,25.960541321,-81.509524742,194,2010-01-19,2025-01-15
21FLGW_WQX-34879,30.21373,-84.26163,194,2010-01-11,2025-03-18
21FLSJWM_WQX-DOR,28.7893703,-81.6976786,191,2010-01-13,2016-04-19
21FLMRC_WQX-BR-0183-01,28.346239987,-80.66855,190,2020-01-23,2025-06-27
21FLSJWM_WQX-44183,28.078941119,-80.766542522,190,2016-10-24,2025-03-31
21FLSJWM_WQX-460207,27.65751,-80.375116,189,2017-04-11,2025-04-03
21FLGW_WQX-3531,30.384751,-85.556987,189,2010-01-13,2025-03-19
21FLHILL_WQX-112,27.704433594,-82.448279349,188,2010-01-27,2025-07-16
21FLHILL_WQX-180,27.715990212,-82.470444816,188,2010-01-27,2025-07-16
21FLGW_WQX-3549,30.964065,-87.235993,188,2010-01-20,2025-04-16
21FLHILL_WQX-108,28.150090922,-82.221200948,188,2010-01-19,2025-07-14
21FLHILL_WQX-107,28.047914838,-82.267897921,188,2010-01-20,2025-07-14
21FLHILL_WQX-106,28.054646389,-82.364281913,188,2010-01-19,2025-07-14
21FLCCZM_WQX-BLUE,26.272209194,-81.823713975,188,2010-04-20,2025-03-05
21FLHILL_WQX-165,28.098727147,-82.311476297,188,2010-01-19,2025-07-14
21FLHILL_WQX-181,27.681033,-82.430517,188,2010-01-27,2025-07-16
21FLHILL_WQX-182,27.672217,-82.417,188,2010-01-27,2025-07-16
21FLHILL_WQX-161,28.065192969,-82.555084432,187,2010-01-04,2025-07-01
21FLHILL_WQX-176,27.992038159,-82.466125279,187,2010-01-06,2025-07-08
21FLHILL_WQX-174,28.020874922,-82.452542598,187,2010-01-06,2025-07-08
21FLHILL_WQX-109,27.945806696,-82.401670251,187,2010-01-13,2025-07-09
21FLHILL_WQX-102,28.010599,-82.607803,187,2010-01-04,2025-07-01
21FLHILL_WQX-177,27.9459,-82.379083,187,2010-01-13,2025-07-09
21FLHILL_WQX-137,27.966579738,-82.474938838,187,2010-01-06,2025-07-08
21FLHILL_WQX-110,27.952464571,-82.370880114,187,2010-01-13,2025-07-09
21FLHILL_WQX-101,28.0257081,-82.631640091,187,2010-01-04,2025-07-01
21FLHILL_WQX-141,28.025818057,-82.581073024,187,2010-01-04,2025-07-01
21FLSJWM_WQX-IRLGUS,27.9680556,-80.5447222,187,2010-01-05,2016-04-04
21FLHILL_WQX-104,27.981868039,-82.562595273,187,2010-01-04,2025-07-01
21FLHILL_WQX-164,27.989161566,-82.550578583,187,2010-01-04,2025-07-01
21FLHILL_WQX-103,27.997414662,-82.586513802,187,2010-01-04,2025-07-01
21FLHILL_WQX-146,28.054018478,-82.345253128,187,2010-01-19,2025-07-14
21FLHILL_WQX-170,28.035815479,-82.576648687,187,2010-01-04,2025-07-01
21FLHILL_WQX-152,28.01061106,-82.464858295,186,2010-01-06,2025-07-08
21FLHILL_WQX-118,28.0683,-82.268898,186,2010-01-20,2025-07-23
21FLHILL_WQX-138,27.915412114,-82.393396737,186,2010-01-20,2025-07-23
21FLHILL_WQX-132,27.835316135,-82.346139991,186,2010-01-20,2025-07-23
21FLHILL_WQX-153,27.869101,-82.326401,186,2010-01-25,2025-07-22
21FLHILL_WQX-135,28.0604,-82.278297,186,2010-01-20,2025-07-23
21FLHILL_WQX-143,28.139895545,-82.149738245,186,2010-01-19,2025-07-14
21FLHILL_WQX-139,27.722345085,-82.061165482,186,2010-01-19,2025-07-21
CAPECRD_WQX-600,26.54222,-82.00361,186,2010-01-21,2025-05-27
21FLHILL_WQX-147,27.981646767,-82.354791449,186,2010-01-19,2025-07-23
21FLHILL_WQX-113,27.671629249,-82.352119182,186,2010-01-19,2025-07-21
21FLHILL_WQX-178,27.857517,-82.35535,186,2010-01-25,2025-07-22
21FLHILL_WQX-166,27.87266,-82.21126,186,2010-01-20,2025-07-23
21FLSJWM_WQX-44872,29.768865666,-81.258505333,186,2012-11-26,2024-12-12
21FLHILL_WQX-148,28.0861219,-82.270805517,186,2010-01-19,2025-07-14
21FLSJWM_WQX-44724,29.620011112,-81.207694444,186,2012-02-28,2024-12-12
21FLHILL_WQX-140,27.662829562,-82.300953782,186,2010-01-19,2025-07-21
CAPECRD_WQX-510,26.563938672,-81.963518805,185,2010-01-19,2025-05-20
21FLHILL_WQX-133,27.91500958,-82.40210067,185,2010-01-20,2025-07-23
21FLSABR_WQX-BAY-GR-LAGOON-2,30.164999989,-85.778333,185,2010-01-17,2025-08-22
21FLHILL_WQX-179,27.884933,-82.30665,185,2010-01-25,2025-07-22
21FLHILL_WQX-115,27.86293591,-82.137010093,185,2010-01-19,2025-07-21
21FLGW_WQX-3534,30.451176,-85.898033,185,2010-01-13,2025-04-17
21FLHILL_WQX-175,28.028316646,-82.244644273,185,2010-01-19,2025-07-14
21FLHILL_WQX-144,27.838021493,-82.381906957,185,2010-01-20,2025-07-23
