station,lat,lon,n,date_min,date_max
21FLMANA_WQX-CH1,27.486420001,-82.64173,97,2010-01-06,2021-07-29
21FLSEAS_WQX-02SEAS720,30.4341666,-87.089166,97,2010-01-20,2017-11-15
21FLSARA_WQX-DB-BPIT3,27.194639987,-82.40273,97,2017-11-07,2025-07-07
21FLCOLL_WQX-BARRIVN,25.910338843,-81.363136892,97,2010-01-25,2016-02-03
21FLMANA_WQX-GA1,27.501810001,-82.42766,96,2011-02-09,2021-08-24
21FLNAPL_WQX-MB1,26.207010001,-81.81367,96,2010-01-05,2018-12-18
21FLSEAS_WQX-16SEAS322,29.6668333,-84.995166,96,2010-01-05,2017-12-21
21FLSEAS_WQX-06SEAS470,30.4038333,-86.176,96,2010-01-14,2017-09-28
21FLSEAS_WQX-10SEAS873,30.2128333,-85.702,96,2010-01-27,2017-11-29
21FLHILL_WQX-63,27.9676,-82.575996,95,2017-07-05,2025-07-01
21FLHILL_WQX-11,27.812901,-82.478897,95,2017-07-10,2025-07-07
21FLCOLL_WQX-FAKA,25.960541321,-81.509524742,95,2010-01-19,2016-02-03
21FLHILL_WQX-9,27.786501,-82.4272,95,2017-07-10,2025-07-07
21FLJXWQ_WQX-SS4,30.28477,-81.65615,95,2010-01-28,2016-10-03
21FLHILL_WQX-81,27.7813,-82.474098,95,2017-07-10,2025-07-07
21FLHILL_WQX-80,27.809601,-82.445999,95,2017-07-10,2025-07-07
21FLHILL_WQX-8,27.8524,-82.409302,95,2017-07-10,2025-07-07
21FLJXWQ_WQX-ARL6,30.36564,-81.57968,95,2010-02-02,2016-10-26
21FLHILL_WQX-7,27.8589,-82.468597,95,2017-07-10,2025-07-07
21FLHILL_WQX-68,27.8519,-82.580803,95,2017-07-05,2025-07-01
21FLHILL_WQX-47,27.972601,-82.620201,95,2017-07-05,2025-07-01
21FLHILL_WQX-46,27.9904,-82.659302,95,2017-07-05,2025-07-01
21FLHILL_WQX-44,27.9237,-82.480698,95,2017-07-10,2025-07-07
21FLHILL_WQX-41,27.937401,-82.565002,95,2017-07-05,2025-07-01
21FLSEAS_WQX-16SEAS341,29.7026666,-85.0435,95,2010-01-05,2017-10-10
21FLSEAS_WQX-16SEAS347,29.6873333,-85.0335,95,2010-01-05,2017-12-21
21FLSEAS_WQX-16SEAS403,29.7043,-84.8903649,95,2010-07-26,2017-10-09
21FLHILL_WQX-42,27.952801,-82.641602,95,2017-07-05,2025-07-01
21FLHILL_WQX-32,27.7932,-82.570702,95,2017-07-10,2025-07-07
21FLHILL_WQX-33,27.826099,-82.567497,95,2017-07-05,2025-07-07
21FLHILL_WQX-36,27.859639427,-82.553440161,95,2017-07-05,2025-07-01
21FLHILL_WQX-14,27.778,-82.520302,95,2017-07-10,2025-07-07
